names,date_x,score,genre,overview,orig_title,status,orig_lang,budget_x,revenue,country
Godzilla vs. Kong,03/24/2021 ,77.0,"Action, Fantasy, Science Fiction","In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",Godzilla vs. Kong, Released, English,155000000.0,468043852.0,AU
Paradise City,01/01/2023 ,58.0,"Action, Crime, Thriller",Renegade bounty hunter Ryan Swan must carve his way through the Hawaiian crime world to wreak vengeance on the kingpin who murdered his father.,Paradise City, Released, English,20000000.0,161597374.4,AU
Shang-Chi and the Legend of the Ten Rings,09/02/2021 ,76.0,"Action, Adventure, Fantasy",Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,Shang-Chi and the Legend of the Ten Rings, Released, English,150000000.0,432224634.0,AU
Zack Snyder's Justice League,03/18/2021 ,82.0,"Action, Adventure, Fantasy, Science Fiction","Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",Zack Snyder's Justice League, Released, English,70000000.0,136635234.2,AU
Lightyear,06/16/2022 ,71.0,"Animation, Action, Adventure, Family, Science Fiction",Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.,Lightyear, Released, English,200000000.0,218768299.0,AU
Ritual,09/07/2022 ,71.0,Thriller,"The discovery of a chopped-off hand in a Brussels canal forces Belgian police diver Kiki to face deep guilt from the past, her own and her country’s.  Based on the book ‘Ritual’ by Mo Hayder.", Ritueel, Released,"Dutch",102400000.0,502443287.6,BE
Love at First Kiss,03/03/2023 ,62.0,"Romance, Comedy","The story of Javier who, at the age of 16, while kissing a girl for the first time, realized that he had a gift of romantic clairvoyance. Javier can see the future... and he finally knows who the love of his life is.", Eres tú, Released,Spanish,178400000.0,324436308.4,US
The Last Client,06/20/2022 ,76.0,"Thriller, Crime",Renowned psychologist Susanne (Signe Egholm Olsen) is caught in a living nightmare when her new client (Anton Hjejle) turns out to be a wanted serial killer., Klienten, Released, Danish,149400000.0,426175485.2,DK
Suzume,04/13/2023 ,82.0,"Animation, Drama, Adventure, Fantasy","Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.", すずめの戸締まり, Released, Japanese,8224023.8,102258981.0,AU
Pirates of the Caribbean: At World's End,05/24/2007 ,72.0,"Adventure, Fantasy, Action","Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",Pirates of the Caribbean: At World's End, Released, English,300000000.0,961000000.0,AU
King Shakir Recycle,07/14/2022 ,57.0,"Animation, Adventure, Family, Action, Comedy, Science Fiction","Scientists trying to solve the environmental crisis of pollution devise a way to send the collected garbage into space via rocket ships. When this garbage starts to land on alien planets, the outraged aliens head to Earth for revenge. King Shakir and his family must do their best to protect the world from alien destruction.", Kral Sakir: Geri Dönüsüm, Released, Turkish,87200000.0,387787979.0,TR
The School for Good and Evil,10/19/2022 ,72.0,Fantasy,Best friends Sophie and Agatha navigate an enchanted school for young heroes and villains  -  and find themselves on opposing sides of the battle between good and evil.,The School for Good and Evil, Released, English,137000000.0,750323829.8,AU
Monstrous,05/13/2022 ,60.0,"Horror, Mystery, Thriller","Laura, traumatized by an abusive relationship, runs away from her former husband with her seven-year-old son Cody. But in their new, idyllic and remote sanctuary, they find they have another, bigger and more terrifying monster to deal with…",Monstrous, Released, English,6320000.0,138450.0,US
Shrek 2,06/17/2004 ,72.0,"Animation, Family, Comedy, Fantasy, Adventure, Romance","Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",Shrek 2, Released, English,70000000.0,935253978.0,AU
The Unbearable Weight of Massive Talent,04/21/2022 ,68.0,"Action, Comedy, Crime","Creatively unfulfilled and facing financial ruin, Nick Cage must accept a $1 million offer to attend the birthday of a dangerous superfan. Things take a wildly unexpected turn when Cage is recruited by a CIA operative and forced to live up to his own legend, channeling his most iconic and beloved on-screen characters in order to save himself and his loved ones.",The Unbearable Weight of Massive Talent, Released, English,30000000.0,29116320.0,AU
Fifty Shades Freed,01/17/2018 ,67.0,"Drama, Romance","Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",Fifty Shades Freed, Released, English,55000000.0,371985018.0,AU
El tirabeque,11/25/2022 ,30.0,Comedy,We don't have an overview translated in English. Help us expand our database by adding one.,El tirabeque, Released,Spanish,15541000.0,38139010.0,ES
The Battle at Lake Changjin: Water Gate Bridge,02/11/2022 ,69.0,"War, History, Action, Drama","In the follow-up to ""The Battle At Lake Changjin"", brothers Wu Qianli and Wu Wanli undertake a new task for the People's Volunteer Army, defending a bridge part of the American troops' escape route from the advancing Chinese.", 长津湖之水门桥, Released, Chinese,200000000.0,626203271.0,AU
Spider-Man: Into the Spider-Verse,12/13/2018 ,84.0,"Action, Adventure, Animation, Science Fiction","Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension.",Spider-Man: Into the Spider-Verse, Released, English,90000000.0,375540831.0,AU
Harry Potter and the Deathly Hallows: Part 1,11/13/2010 ,78.0,"Adventure, Fantasy","Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",Harry Potter and the Deathly Hallows: Part 1, Released, English,250000000.0,954305868.0,AU
Emily the Criminal,06/08/2022 ,68.0,"Crime, Drama, Thriller","Desperate for income, Emily takes a shady gig buying goods with stolen credit cards supplied by a charismatic middleman named Youcef. Seduced by the quick cash and illicit thrills, they hatch a plan to take their business to the next level.",Emily the Criminal, Released, English,116200000.0,572201947.0,AU
Emergency Declaration,08/03/2022 ,77.0,"Action, Drama, Mystery, Thriller","While investigating a terroristic threat that goes viral online, Korean authorities discover that a suspect has recently boarded an international flight bound for the United States. When a healthy passenger on the same flight suddenly dies a gruesome death of unknown cause, panic erupts both in-flight and on the ground. With steadily decreasing fuel and international refusals to offer aid, the captain and crew will be forced to take unprecedented emergency measures in an attempt to save the lives of their passengers.", 비상선언, Released, Korean,18052672.0,19200000.0,KR
Blood,01/27/2023 ,58.0,"Thriller, Horror","Jess, a newly separated mother and nurse, moves into her old family farmhouse with Tyler, her teenage daughter, and Owen, her eight-year-old son. One night, the family dog senses something in the woods and runs off to find it. He returns a couple of days later and attacks Owen, savagely biting him before Jess is able to intervene. Owen is rushed to the hospital. His condition worsens, and no one can figure out why... until Jess discovers a disturbing cure...",Blood, Released, English,107000000.0,297177664.0,US
Memory,07/05/2022 ,70.0,"Action, Thriller, Crime","Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",Memory, Released, English,63400000.0,11300000.0,AU
Orgasm Lecture 2,02/20/2020 ,100.0,Drama,"Yuner, Liu Ren, and Zhou Xian are college girlfriends. They went to the holiday house to take pictures and swim together during the holidays. However, the three women soon became bored. Yuner came up with the idea of seducing men and happened to encounter a handsome sports car The passing Shi Yu and the senior asked the three women for directions, and Yuner handed over the phone number to the two men, and this extraordinary experience began …", 오르가즘 특강 2, Released, Korean,201000000.0,1569323843.8,KR
Whisper,01/23/2022 ,64.0,"Horror, Thriller",A young Nurse is assigned to look after a patient in a remote location in the English countryside. As the night continues she finds herself terrorized by an unseen force that is connected with her patient.,Whisper, Released, English,20000.0,211802400.4,GB
The Shack,04/27/2017 ,75.0,"Drama, Fantasy","After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",The Shack, Released, English,20000000.0,96860808.0,AU
Eternals,11/04/2021 ,70.0,"Science Fiction, Action, Adventure","The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",Eternals, Released, English,200000000.0,401731759.0,AU
Doraemon: Nobita's Little Star Wars 2021,03/04/2022 ,57.0,"Animation, Science Fiction, Adventure","One day during summer vacation, a palm-sized alien named Papi appears from a small rocket that Nobita picks up. He is the president of Pirika, a small planet in outer space, and has come to Earth to escape the rebels. Doraemon and his friends are puzzled by Papi’s small size, but as they play together using the secret tool “Small Light”, they gradually become friends. However, a whale-shaped space battleship comes to earth and attacks Doraemon, Nobita and the others in order to capture Papi. Feeling responsible for getting everyone involved, Papi tries to stand up to the rebels. Doraemon and his friends leave for the planet Pirika to protect their dear friend and his home.", 映画ドラえもん のび太の宇宙小戦争 2021, Released, Japanese,109000000.0,590124290.8,JP
Dog,03/17/2022 ,74.0,"Drama, Comedy",An army ranger and his dog embark on a road trip along the Pacific Coast Highway to attend a friend's funeral.,Dog, Released, English,15000000.0,84677678.0,AU
The Invitation,08/25/2022 ,64.0,"Horror, Thriller","After the death of her mother, Evie is approached by an unknown cousin who invites her to a lavish wedding in the English countryside. Soon, she realizes a gothic conspiracy is afoot and must fight for survival as she uncovers twisted secrets in her family’s history.",The Invitation, Released, English,1000000.0,354836.0,AU
The Conjuring: The Devil Made Me Do It,06/03/2021 ,75.0,"Horror, Mystery, Thriller","Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",The Conjuring: The Devil Made Me Do It, Released, English,40000000.0,200266441.0,AU
3-D Sex and Zen: Extreme Ecstasy,04/14/2011 ,48.0,"Drama, Adventure, Romance, Action, History","Loosely based on a 17th century erotic Chinese story named The Carnal Prayer Mat, the story follows a young scholar named Yangsheng who gets married to the beautiful daughter of a local merchant. When their sex life proves unsatisfactory, Yangsheng leaves home and journeys to the Pavilion of Ultimate Bliss.", 3D肉蒲團之極樂寶鑑, Released, Cantonese,3500000.0,10308238.0,HK
Control,09/23/2022 ,54.0,"Science Fiction, Thriller, Mystery",A young mother awakens in a mysterious cell and is forced to harness her telekinetic abilities in order to escape and save her daughter.,Control, Released, English,6400000.0,8902141.0,US
Mortal Kombat,04/22/2021 ,71.0,"Action, Fantasy, Adventure","Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",Mortal Kombat, Released, English,55000000.0,83508259.0,AU
Mortal Kombat,04/22/2021 ,71.0,"Action, Fantasy, Adventure","Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",Mortal Kombat, Released, English,20000000.0,122133227.0,AU
Pirates of the Caribbean: The Curse of the Black Pearl,09/11/2003 ,78.0,"Adventure, Fantasy, Action","Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",Pirates of the Caribbean: The Curse of the Black Pearl, Released, English,140000000.0,655011224.0,AU
Clifford the Big Red Dog,12/30/2021 ,72.0,"Family, Adventure, Comedy, Fantasy","As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.",Clifford the Big Red Dog, Released, English,64000000.0,78418101.0,AU
Dragon Knight,03/21/2022 ,69.0,"Fantasy, Adventure, Action","Many years after the war has been lost, and all the dragons slain, a lone knight travels the lands of Agonos seeking to raise an army against the demon lord Abaddon. When a healer's vision reveals that one dragon still lives, and together with an eager young squire, the knight sets off in search of the fabled creature. As the armies of Abaddon descend on the human kingdoms, the dragon is their last hope of fending off the horde, before it lays waste to the lands of men. But does the creature even exist? And if it does, will it fight for them once more?",Dragon Knight, Released, English,149000000.0,526557525.4,GB
Cruella,05/27/2021 ,81.0,"Comedy, Crime","In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",Cruella, Released, English,200000000.0,233503234.0,AU
The Suicide Squad,08/05/2021 ,76.0,"Action, Comedy, Adventure","Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",The Suicide Squad, Released, English,185000000.0,167097737.0,AU
Drifting Home,09/16/2022 ,76.0,"Animation, Drama, Fantasy, Adventure","One fateful summer, a group of elementary school kids set adrift on an abandoned apartment building must look within themselves to find a way back home.", 雨を告げる漂流団地, Released, Japanese,119000000.0,583004188.8,JP
The Bad Guys,03/31/2022 ,77.0,"Animation, Action, Adventure, Crime, Comedy, Family","When the Bad Guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.",The Bad Guys, Released, English,70000000.0,250659286.0,AU
The Remaining,09/05/2014 ,59.0,"Thriller, Horror","When a group of close-knit friends assemble for the marriage of Skylar and Dan, they have no idea they will witness The Rapture and face a series of catastrophic events turning the celebration into a life-or-death struggle.",The Remaining, Released, English,7270000.0,1169603.0,US
The Last: Naruto the Movie,12/06/2014 ,78.0,"Action, Romance, Animation","Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything.", THE LAST -NARUTO THE MOVIE-, Released, Japanese,903852.0,19840000.0,JP
Pirates of the Caribbean: On Stranger Tides,05/19/2011 ,65.0,"Adventure, Action, Fantasy","Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",Pirates of the Caribbean: On Stranger Tides, Released, English,379000000.0,1045713802.0,AU
There's Something Wrong with the Children,01/17/2023 ,61.0,"Horror, Mystery, Thriller","Margaret and Ben take a weekend trip with longtime friends Ellie and Thomas and their two young children. Eventually, Ben begins to suspect something supernatural is occurring when the kids behave strangely after disappearing into the woods overnight.",There's Something Wrong with the Children, Released, English,97200000.0,463920468.0,US
Prom Pact,03/31/2023 ,75.0,"Romance, Comedy","It's prom season, and high school senior Mandy and her best friend and fellow outsider Ben are surrounded by over-the-top ""promposals."" Mandy is only focused on getting into her dream school Harvard, but as she starts tutoring basketball all-star Graham, she must re-evaluate whether her dream school is worth the cost of everything she believes in.",Prom Pact, Released, English,96200000.0,412160901.0,AU
Coco,12/26/2017 ,82.0,"Family, Animation, Fantasy, Music, Comedy, Adventure","Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",Coco, Released, English,175000000.0,797660271.0,AU
The Sea Beast,07/08/2022 ,75.0,"Animation, Adventure, Family, Fantasy","In an era when terrifying beasts roamed the seas, monster hunters were celebrated heroes. None were more beloved than the great Jacob Holland. But when young Maisie Brumble stows away on his fabled ship, he's saddled with an unexpected ally. Together they embark on an epic journey into uncharted waters and make history.",The Sea Beast, Released, English,116200000.0,649271677.4,AU
Toy Story,12/07/1995 ,80.0,"Animation, Adventure, Family, Comedy","Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",Toy Story, Released, English,30000000.0,365270951.0,AU
The Boss Baby: Family Business,11/25/2021 ,75.0,"Animation, Comedy, Adventure, Family",The Templeton brothers  -  Tim and his Boss Baby little bro Ted  -  have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,The Boss Baby: Family Business, Released, English,82000000.0,146281732.0,AU
Housewife Sex Slaves: Hatano Yui,01/09/2015 ,0.0,,We don't have an overview translated in English. Help us expand our database by adding one., 人妻性奴隷 波多野結衣, Released, Japanese,167540000.0,175269998.8,JP
The Independent,11/02/2022 ,73.0,"Thriller, Drama","It's the final weeks of the most consequential presidential election in history. America is poised to elect either its first female president or its first viable independent candidate. Reporting history as it's made, an idealistic young journalist teams up with her idol, legendary journalist Nick Booker, to uncover a conspiracy that places the fate of the election, and the country, in their hands.",The Independent, Released, English,80000000.0,522029092.4,US
Joseph,04/16/1995 ,82.0,"Drama, History","The Biblical story of Joseph, who was sold to slavery by his brothers who were jealous of his prophetic abilities to analyze dreams and of his being their fathers' favorite.",Joseph, Released, English,143260000.0,865531384.0,US
Fullmetal Alchemist: The Revenge of Scar,05/20/2022 ,68.0,"Fantasy, Action, Adventure",The Elric brothers meet their toughest opponent yet  -  a lone serial killer with a large scar on his forehead., 鋼の錬金術師 完結編 復讐者スカー, Released, Japanese,120400000.0,614097908.4,JP
Titanic,12/18/1997 ,79.0,"Drama, Romance","101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death - on its first and last voyage - on April 15, 1912.",Titanic, Released, English,200000000.0,2222985568.0,AU
The Hunger Games: Mockingjay - Part 1,11/20/2014 ,68.0,"Science Fiction, Adventure, Thriller",Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,The Hunger Games: Mockingjay - Part 1, Released, English,125000000.0,766575131.0,AU
The Autopsy of Jane Doe,12/09/2016 ,67.0,"Horror, Mystery","Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets.",The Autopsy of Jane Doe, Released, English,24570496.6,5972942.0,AU
Corrective Measures,04/29/2022 ,52.0,"Action, Science Fiction, Thriller","Set in San Tiburon, the world's most dangerous maximum-security penitentiary and home to the world's most treacherous superpowered criminals, where tensions among the inmates and staff heighten, leading to anarchy that engulfs the prison and order is turned upside down.",Corrective Measures, Released, English,105000000.0,354205502.2,US
The Jack in the Box: Awakening,01/03/2022 ,64.0,Horror,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",The Jack in the Box: Awakening, Released, English,35442225.8,195189.0,GB
Choose or Die,04/15/2022 ,54.0,"Horror, Thriller, Science Fiction","In pursuit of an unclaimed $125,000 prize, a broke college dropout decides to play an obscure, 1980s survival computer game. But the game curses her, and she’s faced with dangerous choices and reality-warping challenges. After a series of unexpectedly terrifying moments, she realizes she’s no longer playing for the money but for her life.",Choose or Die, Released, English,174000000.0,474753914.4,GB
Project Wolf Hunting,10/13/2022 ,65.0,"Action, Thriller, Horror","While under heavily armed guard, the dangerous convicts aboard a cargo ship unite in a coordinated escape attempt that soon escalates into a bloody, all-out riot. But as the fugitives continue their brutal campaign of terror, they soon discover that not even the most vicious among them is safe from the horror they unknowingly unleashed from the darkness below deck.", 늑대사냥, Released, Korean,115200000.0,220908446.2,AU
Lost Bullet 2,11/10/2022 ,65.0,"Action, Crime, Thriller","Having cleared his name, genius mechanic Lino has only one goal in mind: getting revenge on the corrupt cops who killed his brother and his mentor.", Balle perdue 2, Released, French,122800000.0,377993107.0,FR
Crawlspace,03/31/2022 ,66.0,Thriller,"After witnessing a brutal murder in a cabin, a man hides in a crawlspace while the killers scour the property for a hidden fortune. As they draw nearer, he must decide if the crawlspace will be his tomb or the battleground in his fight for survival.",Crawlspace, Released, English,110600000.0,660008190.4,US
The Good Neighbor,09/01/2022 ,71.0,Thriller,"A nightmarish evening unfolds for David, a former New York Times journalist, when he and his strange new neighbor Robert, accidentally hit a girl on her bike. Buzzed and disoriented, David lets Robert convince him to flee the scene and leave the girl for dead, in order to protect his career. Robert shows no remorse, and in the name of friendship he does unspeakable things to protect the secret. Now that the police are full-on hunting for the hit-and-run killer, things begin to spiral out of control when David’s local newspaper sends him to cover the story where he meets the deceased girl’s sister Vanessa. Despite the circumstances, and her deep desire to find her sister’s killer, the two immediately have a romantic connection, which surprises and haunts David, while pushing Robert to take brutal steps to keep his new friend to himself.",The Good Neighbor, Released, English,105.0,94909.0,AU
The Trapped 13: How We Survived The Thai Cave,10/05/2022 ,69.0,Documentary,"In this compelling documentary, members of the Thai youth soccer team tell their stories of getting trapped in Tham Luang Cave in 2018  -  and surviving.", 13 หมูป่า: เรื่องเล่าจากในถ้ำ, Released, Thai,111600000.0,767228967.6,TH
Groot's First Steps,08/10/2022 ,71.0,"Animation, Family, Comedy, Science Fiction","Following the events of “Guardians of the Galaxy Vol. 1,” Baby Groot is finally ready to try taking his first steps out of his pot - only to learn you have to walk before you can run.",Groot's First Steps, Released, English,131400000.0,730150001.2,US
Son of God,02/28/2014 ,69.0,Drama,"The life story of Jesus is told from his humble birth through his teachings, crucifixion and ultimate resurrection.",Son of God, Released, English,22000000.0,70949793.0,US
Sword Art Online the Movie -Progressive- Aria of a Starless Night,12/09/2021 ,80.0,"Animation, Action, Fantasy, Science Fiction","One month after Kayaba Akihiko's game of death began, the death toll continues to rise, two thousand players having already lost their lives to the ultra-difficult VRMMO world of Sword Art Online. On the day of the strategy meeting to plan out the first-floor boss battle, Kirito, a solo player who vows to fight alone to get stronger, runs into a rare, high-level female player. She gracefully dispatches powerful monsters with a single rapier that flashes like a shooting star in the night...", 劇場版 ソードアート・オンライン-プログレッシブ- 星なき夜のアリア, Released, Japanese,20011197.0,14037060.0,AU
Summer Ghost,11/12/2021 ,72.0,"Animation, Drama, Mystery, Fantasy","An urban legend says that lighting fireworks at an abandoned airfield will beckon the ""summer ghost,"" a spirit that can answer any question. Three teenagers, Tomoya, Aoi, and Ryo, each have their own reason to show up one day. When a ghost named Ayane appears, she reveals she is only visible to those ""who are about to touch their death."" Compelled by the ghost and her message, Tomoya begins regularly visiting the airfield to uncover the true purpose of her visits.",Summer Ghost, Released, Japanese,107200000.0,632203108.6,JP
Resident Evil: Welcome to Raccoon City,12/09/2021 ,61.0,"Horror, Science Fiction, Action","Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",Resident Evil: Welcome to Raccoon City, Released, English,25000000.0,41909091.0,AU
Laid-Back Camp The Movie,07/01/2022 ,76.0,"Animation, Comedy","Your favorite cozy camping anime returns with a movie as the former members of the Outdoors Club get together again, this time to build a campsite! Reunite with Nadeshiko, Rin, Chiaki, Aoi, and Ena as they gather around the campfire once more with good food and good company.", 映画『ゆるキャン△』, Released, Japanese,13187504.6,7283918.0,JP
The Pale Blue Eye,12/22/2022 ,70.0,"Mystery, Thriller","West Point, New York, 1830. When a cadet at the burgeoning military academy is found hanged with his heart cut out, the top brass summons former New York City constable Augustus Landor to investigate. While attempting to solve this grisly mystery, the reluctant detective engages the help of one of the cadets: a strange but brilliant young fellow by the name of Edgar Allan Poe",The Pale Blue Eye, Released, English,72000000.0,214883443.8,AU
The Lion King,08/25/1994 ,83.0,"Family, Animation, Drama","A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",The Lion King, Released, English,260000000.0,1647733638.0,AU
The Lion King,08/25/1994 ,83.0,"Family, Animation, Drama","A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",The Lion King, Released, English,79300000.0,986193783.0,AU
Avengers: Age of Ultron,04/23/2015 ,73.0,"Action, Adventure, Science Fiction","When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",Avengers: Age of Ultron, Released, English,365000000.0,1395316979.0,AU
Me Before You,06/16/2016 ,79.0,"Drama, Romance","A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",Me Before You, Released, English,20000000.0,208064908.0,AU
Luca,06/18/2021 ,79.0,"Animation, Comedy, Fantasy, Adventure",Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,Luca, Released, English,200000000.0,49750471.0,AU
Pirates of the Caribbean: Dead Man's Chest,07/06/2006 ,73.0,"Adventure, Fantasy, Action",Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,Pirates of the Caribbean: Dead Man's Chest, Released, English,200000000.0,1065659812.0,AU
The Menu,11/18/2022 ,72.0,"Horror, Thriller, Comedy","A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",The Menu, Released, English,30000000.0,73040804.0,AU
Ice Age,03/21/2002 ,73.0,"Animation, Comedy, Family, Adventure","With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",Ice Age, Released, English,65000000.0,386116343.0,AU
